9,5.82226,12.0241,20.09785,27.60228,74.81966,60.3,22.62,6.2,0.14,2.57,2.59,0.53,0.45,2.36,1.48,7.03,13.84489822,50.9415,3680,5,153,6110,12.4,50.6,1.63,6.74619,21.5,0,0,0.489,24.89,21.5,2183,46,7,3,0,0,0,0,0,2,23,7,5,12.4,4,229,204.5454545,1,0,0,0,0,5.592841163
0,4.4359,12.96764,29.32187,42.77929,110.82033,48.6,39.9,2.79,1.69,1.02,2.19,2.04,0.09,0.67,0.93,8.63,12.09293747,51.9961,2944,6,139,7140,11.6,64.3,1.66,6.76651,21,0,0,0.449,23.35,21,2180,49,5,5,0,0,0,0,1,1,24,6,6,11.6,4,229,102.0833333,1,0,0,0,0,0.627615063
1,3.81386,8.62374,13.36547,17.27957,78.28901,46.2,43.7,2.2,0,0.76,2.74,1.81,0.27,0.73,1.37,4.79,12.09293747,51.9961,2944,6,139,7140,11.6,64.3,1.66,6.76651,21,0,0,0.449,23.35,21,2180,49,5,5,0,0,0,0,1,1,24,6,6,11.6,4,229,93.75,1,0,0,0,0,5.020920502
2,6.97962,24.45972,71.50406,101.21604,487.1515,49.2,31,6.56,2.97,1.19,2.05,2.85,0.25,2.26,1.54,4.38,12.09293747,51.9961,2944,6,139,7140,11.6,64.3,1.66,6.76651,21,0,0,0.449,23.35,21,2180,49,5,5,0,0,0,0,1,1,24,6,6,11.6,4,229,175,1,0,0,0,0,0.627615063
3,5.82226,14.41427,38.48592,55.30726,130.85728,48.3,32,6.57,5.17,1.33,1.31,1.83,0.22,1.97,1.09,6.26,12.09293747,51.9961,2944,6,139,7140,11.6,64.3,1.66,6.76651,21,0,0,0.449,23.35,21,2180,49,5,5,0,0,0,0,1,1,24,6,6,11.6,4,229,141.6666667,1,0,0,0,0,0.418410042
4,3.13374,9.30045,18.08081,26.78068,71.50406,50.2,32.7,3.56,3.22,1.07,2.79,2.58,0.23,2.22,1.28,4.68,12.09293747,51.9961,2944,6,139,7140,11.6,64.3,1.66,6.76651,21,0,0,0.449,23.35,21,2180,49,5,5,0,0,0,0,1,1,24,6,6,11.6,4,229,95.83333333,1,0,0,0,0,1.046025105
5,8.36705,27.60228,75.95868,105.90937,250.58215,49.8,32.1,6.29,2.68,1.28,1.97,2.14,0.23,2.02,1.27,4.79,12.09293747,51.9961,2944,6,139,7140,11.6,64.3,1.66,6.76651,21,0,0,0.449,23.35,21,2180,49,5,5,0,0,0,0,1,1,24,6,6,11.6,4,229,85.41666667,1,0,0,0,0,1.046025105
6,5.15939,14.85648,40.27049,59.64727,161.6819,46.9,37.5,3.1,3.33,1.08,4.57,1.33,0.24,0.65,1.04,3.6,12.09293747,51.9961,2944,6,139,7140,11.6,64.3,1.66,6.76651,21,0,0,0.449,23.35,21,2180,49,5,5,0,0,0,0,1,1,24,6,6,11.6,4,229,56.25,1,0,0,0,0,4.184100418
7,4.71225,10.33798,16.2662,21.02978,64.32784,44.6,46.1,1.97,1.99,0.65,2.03,0.77,0.27,0.78,0.81,3.8,12.09293747,51.9961,2944,6,139,7140,11.6,64.3,1.66,6.76651,21,0,0,0.449,23.35,21,2180,49,5,5,0,0,0,0,1,1,24,6,6,11.6,4,229,50,1,0,0,0,0,4.184100418
8,5.73496,11.31894,17.02045,21.67495,66.30134,51.59,28.38,10.97,0.14,2.89,1.7,0.29,1.09,1.65,0.56,0.65,12.09293747,51.9961,2944,6,139,7140,11.6,64.3,1.66,6.76651,21,0,0,0.449,23.35,21,2180,49,5,5,0,0,0,0,1,1,24,6,6,11.6,4,229,54.16666667,1,0,0,0,0,2.092050209
9,5.82226,12.0241,20.09785,27.60228,74.81966,60.3,22.62,6.2,0.14,2.57,2.59,0.53,0.45,2.36,1.48,7.03,12.09293747,51.9961,2944,6,139,7140,11.6,64.3,1.66,6.76651,21,0,0,0.449,23.35,21,2180,49,5,5,0,0,0,0,1,1,24,6,6,11.6,4,229,27.08333333,1,0,0,0,0,2.510460251
0,4.4359,12.96764,29.32187,42.77929,110.82033,48.6,39.9,2.79,1.69,1.02,2.19,2.04,0.09,0.67,0.93,8.63,21.72396574,74.9216,887,15,119,5727,4.31,78,2.18,9.7886,24.44,0,0,0.329,24.64,24.44,1090,84,0,10,0,0,3,3,0,2,33,3,15,4.31,4,166,95.10638298,1,0,0,0,0,4.893617021
1,3.81386,8.62374,13.36547,17.27957,78.28901,46.2,43.7,2.2,0,0.76,2.74,1.81,0.27,0.73,1.37,4.79,21.72396574,74.9216,887,15,119,5727,4.31,78,2.18,9.7886,24.44,0,0,0.329,24.64,24.44,1090,84,0,10,0,0,3,3,0,2,33,3,15,4.31,4,166,98.93617021,1,0,0,0,0,1.063829787
2,6.97962,24.45972,71.50406,101.21604,487.1515,49.2,31,6.56,2.97,1.19,2.05,2.85,0.25,2.26,1.54,4.38,21.72396574,74.9216,887,15,119,5727,4.31,78,2.18,9.7886,24.44,0,0,0.329,24.64,24.44,1090,84,0,10,0,0,3,3,0,2,33,3,15,4.31,4,166,97.44680851,1,0,0,0,0,2.553191489
3,5.82226,14.41427,38.48592,55.30726,130.85728,48.3,32,6.57,5.17,1.33,1.31,1.83,0.22,1.97,1.09,6.26,21.72396574,74.9216,887,15,119,5727,4.31,78,2.18,9.7886,24.44,0,0,0.329,24.64,24.44,1090,84,0,10,0,0,3,3,0,2,33,3,15,4.31,4,166,93.82978723,1,0,0,0,0,6.170212766
4,3.13374,9.30045,18.08081,26.78068,71.50406,50.2,32.7,3.56,3.22,1.07,2.79,2.58,0.23,2.22,1.28,4.68,21.72396574,74.9216,887,15,119,5727,4.31,78,2.18,9.7886,24.44,0,0,0.329,24.64,24.44,1090,84,0,10,0,0,3,3,0,2,33,3,15,4.31,4,166,97.65957447,1,0,0,0,0,2.340425532
5,8.36705,27.60228,75.95868,105.90937,250.58215,49.8,32.1,6.29,2.68,1.28,1.97,2.14,0.23,2.02,1.27,4.79,21.72396574,74.9216,887,15,119,5727,4.31,78,2.18,9.7886,24.44,0,0,0.329,24.64,24.44,1090,84,0,10,0,0,3,3,0,2,33,3,15,4.31,4,166,94.89361702,1,0,0,0,0,5.106382979
6,5.15939,14.85648,40.27049,59.64727,161.6819,46.9,37.5,3.1,3.33,1.08,4.57,1.33,0.24,0.65,1.04,3.6,21.72396574,74.9216,887,15,119,5727,4.31,78,2.18,9.7886,24.44,0,0,0.329,24.64,24.44,1090,84,0,10,0,0,3,3,0,2,33,3,15,4.31,4,166,96.38297872,1,0,0,0,0,3.617021277
7,4.71225,10.33798,16.2662,21.02978,64.32784,44.6,46.1,1.97,1.99,0.65,2.03,0.77,0.27,0.78,0.81,3.8,21.72396574,74.9216,887,15,119,5727,4.31,78,2.18,9.7886,24.44,0,0,0.329,24.64,24.44,1090,84,0,10,0,0,3,3,0,2,33,3,15,4.31,4,166,98.5106383,1,0,0,0,0,1.489361702
8,5.73496,11.31894,17.02045,21.67495,66.30134,51.59,28.38,10.97,0.14,2.89,1.7,0.29,1.09,1.65,0.56,0.65,21.72396574,74.9216,887,15,119,5727,4.31,78,2.18,9.7886,24.44,0,0,0.329,24.64,24.44,1090,84,0,10,0,0,3,3,0,2,33,3,15,4.31,4,166,81.4893617,1,0,0,0,0,18.5106383
9,5.82226,12.0241,20.09785,27.60228,74.81966,60.3,22.62,6.2,0.14,2.57,2.59,0.53,0.45,2.36,1.48,7.03,21.72396574,74.9216,887,15,119,5727,4.31,78,2.18,9.7886,24.44,0,0,0.329,24.64,24.44,1090,84,0,10,0,0,3,3,0,2,33,3,15,4.31,4,166,81.91489362,1,0,0,0,0,18.08510638
0,4.4359,12.96764,29.32187,42.77929,110.82033,48.6,39.9,2.79,1.69,1.02,2.19,2.04,0.09,0.67,0.93,8.63,25.00931092,44.955912,3103,3,170,2985,17.8,18.1,1.36,6.56149,14.1,0,6.35E-06,0.568,25.52,14.1,1814,11,9,1,0,0,0,0,0,2,34,9,3,17.8,4,194,25.57377049,1,0,0,0,0,24.23580786
1,3.81386,8.62374,13.36547,17.27957,78.28901,46.2,43.7,2.2,0,0.76,2.74,1.81,0.27,0.73,1.37,4.79,25.00931092,44.955912,3103,3,170,2985,17.8,18.1,1.36,6.56149,14.1,0,6.35E-06,0.568,25.52,14.1,1814,11,9,1,0,0,0,0,0,2,34,9,3,17.8,4,194,34.75409836,1,0,0,0,0,17.03056769
2,6.97962,24.45972,71.50406,101.21604,487.1515,49.2,31,6.56,2.97,1.19,2.05,2.85,0.25,2.26,1.54,4.38,25.00931092,44.955912,3103,3,170,2985,17.8,18.1,1.36,6.56149,14.1,0,6.35E-06,0.568,25.52,14.1,1814,11,9,1,0,0,0,0,0,2,34,9,3,17.8,4,194,22.29508197,1,0,0,0,0,15.28384279
3,5.82226,14.41427,38.48592,55.30726,130.85728,48.3,32,6.57,5.17,1.33,1.31,1.83,0.22,1.97,1.09,6.26,25.00931092,44.955912,3103,3,170,2985,17.8,18.1,1.36,6.56149,14.1,0,6.35E-06,0.568,25.52,14.1,1814,11,9,1,0,0,0,0,0,2,34,9,3,17.8,4,194,21.96721311,1,0,0,0,0,22.70742358
4,3.13374,9.30045,18.08081,26.78068,71.50406,50.2,32.7,3.56,3.22,1.07,2.79,2.58,0.23,2.22,1.28,4.68,25.00931092,44.955912,3103,3,170,2985,17.8,18.1,1.36,6.56149,14.1,0,6.35E-06,0.568,25.52,14.1,1814,11,9,1,0,0,0,0,0,2,34,9,3,17.8,4,194,30.49180328,1,0,0,0,0,15.06550218
5,8.36705,27.60228,75.95868,105.90937,250.58215,49.8,32.1,6.29,2.68,1.28,1.97,2.14,0.23,2.02,1.27,4.79,25.00931092,44.955912,3103,3,170,2985,17.8,18.1,1.36,6.56149,14.1,0,6.35E-06,0.568,25.52,14.1,1814,11,9,1,0,0,0,0,0,2,34,9,3,17.8,4,194,25.24590164,1,0,0,0,0,20.96069869
6,5.15939,14.85648,40.27049,59.64727,161.6819,46.9,37.5,3.1,3.33,1.08,4.57,1.33,0.24,0.65,1.04,3.6,25.00931092,44.955912,3103,3,170,2985,17.8,18.1,1.36,6.56149,14.1,0,6.35E-06,0.568,25.52,14.1,1814,11,9,1,0,0,0,0,0,2,34,9,3,17.8,4,194,25.90163934,1,0,0,0,0,18.34061135
7,4.71225,10.33798,16.2662,21.02978,64.32784,44.6,46.1,1.97,1.99,0.65,2.03,0.77,0.27,0.78,0.81,3.8,25.00931092,44.955912,3103,3,170,2985,17.8,18.1,1.36,6.56149,14.1,0,6.35E-06,0.568,25.52,14.1,1814,11,9,1,0,0,0,0,0,2,34,9,3,17.8,4,194,24.91803279,1,0,0,0,0,24.45414847
8,5.73496,11.31894,17.02045,21.67495,66.30134,51.59,28.38,10.97,0.14,2.89,1.7,0.29,1.09,1.65,0.56,0.65,25.00931092,44.955912,3103,3,170,2985,17.8,18.1,1.36,6.56149,14.1,0,6.35E-06,0.568,25.52,14.1,1814,11,9,1,0,0,0,0,0,2,34,9,3,17.8,4,194,41.31147541,1,0,0,0,0,19.86899563
9,5.82226,12.0241,20.09785,27.60228,74.81966,60.3,22.62,6.2,0.14,2.57,2.59,0.53,0.45,2.36,1.48,7.03,25.00931092,44.955912,3103,3,170,2985,17.8,18.1,1.36,6.56149,14.1,0,6.35E-06,0.568,25.52,14.1,1814,11,9,1,0,0,0,0,0,2,34,9,3,17.8,4,194,35.40983607,1,0,0,0,0,20.08733624
0,4.4359,12.96764,29.32187,42.77929,110.82033,48.6,39.9,2.79,1.69,1.02,2.19,2.04,0.09,0.67,0.93,8.63,15.50088069,95.96,4912,6,154,10280,12.8,71.9,2.16,7.09243,37.48,0,0,0.251,24.06,37.48,2896,50,5,5,0,0,0,0,1,1,42,6,6,12.8,5,229,17.60869565,1,0,0,0,0,61.13537118
1,3.81386,8.62374,13.36547,17.27957,78.28901,46.2,43.7,2.2,0,0.76,2.74,1.81,0.27,0.73,1.37,4.79,15.50088069,95.96,4912,6,154,10280,12.8,71.9,2.16,7.09243,37.48,0,0,0.251,24.06,37.48,2896,50,5,5,0,0,0,0,1,1,42,6,6,12.8,5,229,25.43478261,1,0,0,0,0,67.46724891
2,6.97962,24.45972,71.50406,101.21604,487.1515,49.2,31,6.56,2.97,1.19,2.05,2.85,0.25,2.26,1.54,4.38,15.50088069,95.96,4912,6,154,10280,12.8,71.9,2.16,7.09243,37.48,0,0,0.251,24.06,37.48,2896,50,5,5,0,0,0,0,1,1,42,6,6,12.8,5,229,1.304347826,1,0,0,0,0,100
3,5.82226,14.41427,38.48592,55.30726,130.85728,48.3,32,6.57,5.17,1.33,1.31,1.83,0.22,1.97,1.09,6.26,15.50088069,95.96,4912,6,154,10280,12.8,71.9,2.16,7.09243,37.48,0,0,0.251,24.06,37.48,2896,50,5,5,0,0,0,0,1,1,42,6,6,12.8,5,229,6.847826087,1,0,0,0,0,78.60262009
4,3.13374,9.30045,18.08081,26.78068,71.50406,50.2,32.7,3.56,3.22,1.07,2.79,2.58,0.23,2.22,1.28,4.68,15.50088069,95.96,4912,6,154,10280,12.8,71.9,2.16,7.09243,37.48,0,0,0.251,24.06,37.48,2896,50,5,5,0,0,0,0,1,1,42,6,6,12.8,5,229,1.630434783,1,0,0,0,0,93.88646288
5,8.36705,27.60228,75.95868,105.90937,250.58215,49.8,32.1,6.29,2.68,1.28,1.97,2.14,0.23,2.02,1.27,4.79,15.50088069,95.96,4912,6,154,10280,12.8,71.9,2.16,7.09243,37.48,0,0,0.251,24.06,37.48,2896,50,5,5,0,0,0,0,1,1,42,6,6,12.8,5,229,7.5,1,0,0,0,0,80.34934498
6,5.15939,14.85648,40.27049,59.64727,161.6819,46.9,37.5,3.1,3.33,1.08,4.57,1.33,0.24,0.65,1.04,3.6,15.50088069,95.96,4912,6,154,10280,12.8,71.9,2.16,7.09243,37.48,0,0,0.251,24.06,37.48,2896,50,5,5,0,0,0,0,1,1,42,6,6,12.8,5,229,9.456521739,1,0,0,0,0,66.81222707
7,4.71225,10.33798,16.2662,21.02978,64.32784,44.6,46.1,1.97,1.99,0.65,2.03,0.77,0.27,0.78,0.81,3.8,15.50088069,95.96,4912,6,154,10280,12.8,71.9,2.16,7.09243,37.48,0,0,0.251,24.06,37.48,2896,50,5,5,0,0,0,0,1,1,42,6,6,12.8,5,229,13.36956522,1,0,0,0,0,70.52401747
8,5.73496,11.31894,17.02045,21.67495,66.30134,51.59,28.38,10.97,0.14,2.89,1.7,0.29,1.09,1.65,0.56,0.65,15.50088069,95.96,4912,6,154,10280,12.8,71.9,2.16,7.09243,37.48,0,0,0.251,24.06,37.48,2896,50,5,5,0,0,0,0,1,1,42,6,6,12.8,5,229,42.39130435,1,0,0,0,0,55.89519651
9,5.82226,12.0241,20.09785,27.60228,74.81966,60.3,22.62,6.2,0.14,2.57,2.59,0.53,0.45,2.36,1.48,7.03,15.50088069,95.96,4912,6,154,10280,12.8,71.9,2.16,7.09243,37.48,0,0,0.251,24.06,37.48,2896,50,5,5,0,0,0,0,1,1,42,6,6,12.8,5,229,46.95652174,1,0,0,0,0,66.81222707
0,4.4359,12.96764,29.32187,42.77929,110.82033,48.6,39.9,2.79,1.69,1.02,2.19,2.04,0.09,0.67,0.93,8.63,30.19142344,121.76,1860,15,139,6697,6.6,103.2,2.05,8.60839,19.79,0,0,0.207,25.23,19.79,903.78,85,0,10,0,0,3,3,0,2,51,3,15,6.6,5,166,66.66666667,1,0,0,0,0,3.03030303
1,3.81386,8.62374,13.36547,17.27957,78.28901,46.2,43.7,2.2,0,0.76,2.74,1.81,0.27,0.73,1.37,4.79,30.19142344,121.76,1860,15,139,6697,6.6,103.2,2.05,8.60839,19.79,0,0,0.207,25.23,19.79,903.78,85,0,10,0,0,3,3,0,2,51,3,15,6.6,5,166,12.34567901,1,0,0,0,0,0
2,6.97962,24.45972,71.50406,101.21604,487.1515,49.2,31,6.56,2.97,1.19,2.05,2.85,0.25,2.26,1.54,4.38,30.19142344,121.76,1860,15,139,6697,6.6,103.2,2.05,8.60839,19.79,0,0,0.207,25.23,19.79,903.78,85,0,10,0,0,3,3,0,2,51,3,15,6.6,5,166,29.62962963,1,0,0,0,0,0
3,5.82226,14.41427,38.48592,55.30726,130.85728,48.3,32,6.57,5.17,1.33,1.31,1.83,0.22,1.97,1.09,6.26,30.19142344,121.76,1860,15,139,6697,6.6,103.2,2.05,8.60839,19.79,0,0,0.207,25.23,19.79,903.78,85,0,10,0,0,3,3,0,2,51,3,15,6.6,5,166,22.22222222,1,0,0,0,0,0
4,3.13374,9.30045,18.08081,26.78068,71.50406,50.2,32.7,3.56,3.22,1.07,2.79,2.58,0.23,2.22,1.28,4.68,30.19142344,121.76,1860,15,139,6697,6.6,103.2,2.05,8.60839,19.79,0,0,0.207,25.23,19.79,903.78,85,0,10,0,0,3,3,0,2,51,3,15,6.6,5,166,34.56790123,1,0,0,0,0,0
5,8.36705,27.60228,75.95868,105.90937,250.58215,49.8,32.1,6.29,2.68,1.28,1.97,2.14,0.23,2.02,1.27,4.79,30.19142344,121.76,1860,15,139,6697,6.6,103.2,2.05,8.60839,19.79,0,0,0.207,25.23,19.79,903.78,85,0,10,0,0,3,3,0,2,51,3,15,6.6,5,166,22.71604938,1,0,0,0,0,0
6,5.15939,14.85648,40.27049,59.64727,161.6819,46.9,37.5,3.1,3.33,1.08,4.57,1.33,0.24,0.65,1.04,3.6,30.19142344,121.76,1860,15,139,6697,6.6,103.2,2.05,8.60839,19.79,0,0,0.207,25.23,19.79,903.78,85,0,10,0,0,3,3,0,2,51,3,15,6.6,5,166,13.82716049,1,0,0,0,0,2.380952381
7,4.71225,10.33798,16.2662,21.02978,64.32784,44.6,46.1,1.97,1.99,0.65,2.03,0.77,0.27,0.78,0.81,3.8,30.19142344,121.76,1860,15,139,6697,6.6,103.2,2.05,8.60839,19.79,0,0,0.207,25.23,19.79,903.78,85,0,10,0,0,3,3,0,2,51,3,15,6.6,5,166,10.86419753,1,0,0,0,0,0.865800866
8,5.73496,11.31894,17.02045,21.67495,66.30134,51.59,28.38,10.97,0.14,2.89,1.7,0.29,1.09,1.65,0.56,0.65,30.19142344,121.76,1860,15,139,6697,6.6,103.2,2.05,8.60839,19.79,0,0,0.207,25.23,19.79,903.78,85,0,10,0,0,3,3,0,2,51,3,15,6.6,5,166,14.32098765,1,0,0,0,0,35.71428571
9,5.82226,12.0241,20.09785,27.60228,74.81966,60.3,22.62,6.2,0.14,2.57,2.59,0.53,0.45,2.36,1.48,7.03,30.19142344,121.76,1860,15,139,6697,6.6,103.2,2.05,8.60839,19.79,0,0,0.207,25.23,19.79,903.78,85,0,10,0,0,3,3,0,2,51,3,15,6.6,5,166,10.86419753,1,0,0,0,0,5.627705628
0,4.4359,12.96764,29.32187,42.77929,110.82033,48.6,39.9,2.79,1.69,1.02,2.19,2.04,0.09,0.67,0.93,8.63,15.85873442,183.84,5828,6,162,19250,11.1,78.6,2.36,7.86403,52.31,0,0,0.132,24.27,52.31,3695,51,6,4,0,14,0,0,0,2,74,6,20,11.1,6,229,13.2885906,1,0,0,0,0,63.49892009
1,3.81386,8.62374,13.36547,17.27957,78.28901,46.2,43.7,2.2,0,0.76,2.74,1.81,0.27,0.73,1.37,4.79,15.85873442,183.84,5828,6,162,19250,11.1,78.6,2.36,7.86403,52.31,0,0,0.132,24.27,52.31,3695,51,6,4,0,14,0,0,0,2,74,6,20,11.1,6,229,12.88590604,1,0,0,0,0,74.94600432
2,6.97962,24.45972,71.50406,101.21604,487.1515,49.2,31,6.56,2.97,1.19,2.05,2.85,0.25,2.26,1.54,4.38,15.85873442,183.84,5828,6,162,19250,11.1,78.6,2.36,7.86403,52.31,0,0,0.132,24.27,52.31,3695,51,6,4,0,14,0,0,0,2,74,6,20,11.1,6,229,3.22147651,1,0,0,0,0,58.96328294
3,5.82226,14.41427,38.48592,55.30726,130.85728,48.3,32,6.57,5.17,1.33,1.31,1.83,0.22,1.97,1.09,6.26,15.85873442,183.84,5828,6,162,19250,11.1,78.6,2.36,7.86403,52.31,0,0,0.132,24.27,52.31,3695,51,6,4,0,14,0,0,0,2,74,6,20,11.1,6,229,3.489932886,1,0,0,0,0,49.89200864
4,3.13374,9.30045,18.08081,26.78068,71.50406,50.2,32.7,3.56,3.22,1.07,2.79,2.58,0.23,2.22,1.28,4.68,15.85873442,183.84,5828,6,162,19250,11.1,78.6,2.36,7.86403,52.31,0,0,0.132,24.27,52.31,3695,51,6,4,0,14,0,0,0,2,74,6,20,11.1,6,229,2.147651007,1,0,0,0,0,58.96328294
